name,source_category
Xisar,Category:Krakens
Bloppblippodd,Category:Kuo-toa
Claw (kuo-toa),Category:Kuo-toa
Curampah,Category:Kuo-toa
Dagagoorg,Category:Kuo-toa
Gapolploorg,Category:Kuo-toa
Glooglugogg,Category:Kuo-toa
Inquisitor of the Drowning Goddess,Category:Kuo-toa
Klibdoloogut,Category:Kuo-toa
Kuo-toa,Category:Kuo-toa
Kurplarhagoon,Category:Kuo-toa
Nogah,Category:Kuo-toa
Noolgaloop,Category:Kuo-toa
Ougalop,Category:Kuo-toa
Ploopploopeen,Category:Kuo-toa
Sea Mother whip,Category:Kuo-toa
Shuushar,Category:Kuo-toa
Sloopidoop,Category:Kuo-toa
Viper (lakshu),Category:Lakshu
Faridah bint Halah,Category:Lamia nobles
The Glaendra,Category:Lamia nobles
Koreeis,Category:Lamia nobles
Nessmara,Category:Lamia nobles
Ophidia as-Sokkari,Category:Lamia nobles
Transtra,Category:Lamia nobles
Leis'anna,Category:Lamias
Meremoth,Category:Lamias
Zillah,Category:Lamias
Lava child,Category:Lava children
Talisid,Category:Leonals
Amaranth (leShay),Category:LeShay
Araithe,Category:LeShay
Callia,Category:LeShay
Hamnuatha,Category:Leviathans
Adzerak,Category:Liches
Alatian,Category:Liches
Saj Amog,Category:Liches
Argent Black,Category:Liches
Calimar Arkhenneld,Category:Liches
Arkhigoul,Category:Liches
Arthindol,Category:Liches
Hlarkus Baltreyo,Category:Liches
Banelich,Category:Liches
Belpheron,Category:Liches
Buardrim,Category:Liches
Buoyance,Category:Liches
Circle of Skulls,Category:Liches
Zlan Clervish,Category:Liches
Olandus Cragmire,Category:Liches
Belevan Crell,Category:Liches
Crystalich,Category:Liches
Nhyris D'Hothek,Category:Liches
Demchungchumrub,Category:Liches
Demilich,Category:Liches
Alchra Diagott,Category:Liches
Dodkong,Category:Liches
Dyrr,Category:Liches
Ebonsoul,Category:Liches
Eldamar,Category:Liches
Estera,Category:Liches
Ezzat,Category:Liches
Fetchigrol,Category:Liches
Heurodis,Category:Liches
Idris,Category:Liches
Vamar Isahn,Category:Liches
Deirex Jae'llat,Category:Liches
Jymahna,Category:Liches
Kyristan,Category:Liches
Laummas,Category:Liches
Lich lord,Category:Liches
Lichen lich,Category:Liches
Makos,Category:Liches
Mallin,Category:Liches
Masterius,Category:Liches
Melkerech,Category:Liches
Nester,Category:Liches
Odamaron,Category:Liches
Orvanath,Category:Liches
Pomerian,Category:Liches
Pox (lich),Category:Liches
Jhaniloth Puiral,Category:Liches
Redeye,Category:Liches
Relic lich,Category:Liches
Remarkus,Category:Liches
Rysellan,Category:Liches
Scaroth,Category:Liches
Shalmaneser,Category:Liches
Shangalar the Black,Category:Liches
Shenlazeen,Category:Liches
Solmé,Category:Liches
Morik Stormhand,Category:Liches
Thalon,Category:Liches
Tharuighagh,Category:Liches
Thavverdasz,Category:Liches
Iliph Thraun,Category:Liches
Umaerh,Category:Liches
Vaeristhelph Rex,Category:Liches
Valek,Category:Liches
Varalla,Category:Liches
Velsharoon,Category:Liches
Vingril,Category:Liches
Vlad Xil Haerven,Category:Liches
Vournoth,Category:Liches
Detrinius Wands,Category:Liches
Lalondra Worul,Category:Liches
Wu,Category:Liches
Kharza-kzad Xorlarrin,Category:Liches
Zarifrax,Category:Liches
Poison Dusk,Category:Lizardfolk
Ashala,Category:Lizardfolk
Bogclaw,Category:Lizardfolk
Schlith Darkscale,Category:Lizardfolk
Drexa,Category:Lizardfolk
Gathan,Category:Lizardfolk
Ghaan,Category:Lizardfolk
Ghassis,Category:Lizardfolk
Griss'tok,Category:Lizardfolk
Gruss,Category:Lizardfolk
Guldred,Category:Lizardfolk
Hissain,Category:Lizardfolk
Kessessek,Category:Lizardfolk
Kolchis,Category:Lizardfolk
Korth (lizardfolk),Category:Lizardfolk
Kossaandar,Category:Lizardfolk
Kruthaak,Category:Lizardfolk
Kurash,Category:Lizardfolk
Lizard king,Category:Lizardfolk
Lizardfolk,Category:Lizardfolk
Lizardfolk Witch,Category:Lizardfolk
Munzrim Marlpar,Category:Lizardfolk
Othokent,Category:Lizardfolk
Redfang (lizardfolk),Category:Lizardfolk
Salak,Category:Lizardfolk
Scalecrusher,Category:Lizardfolk
Scalefather,Category:Lizardfolk
Scalesneer,Category:Lizardfolk
Sess'sth,Category:Lizardfolk
Sheh'stek,Category:Lizardfolk
Sithen,Category:Lizardfolk
Slaan,Category:Lizardfolk
Sladis,Category:Lizardfolk
Sleyvas,Category:Lizardfolk
Slosh,Category:Lizardfolk
Snake (lizardfolk),Category:Lizardfolk
Snapjaw,Category:Lizardfolk
Soqaxu,Category:Lizardfolk
Ssslader,Category:Lizardfolk
Steersissk,Category:Lizardfolk
Suncaller,Category:Lizardfolk
Thaalis,Category:Lizardfolk
Tizzick,Category:Lizardfolk
Tzakandi,Category:Lizardfolk
Uhndek,Category:Lizardfolk
Uzzak-Szalzik,Category:Lizardfolk
Vethka,Category:Lizardfolk
Vuthivyr,Category:Lizardfolk
Ziss al-Waran,Category:Lizardfolk
Whiptail,Category:Lizardfolk
Aileen,Category:Llewyrr
Brigit Cu'Lyrran,Category:Llewyrr
Carina,Category:Llewyrr
Maura,Category:Llewyrr
Ghuunis,Category:Locathah
Kharal,Category:Locathah
Roaoum,Category:Locathah
Dauphal,Category:Loxos
Floshwa,Category:Loxos
Kharash,Category:Lupinals
Ganemede,Category:Lythari
Thorn,Category:Lythari
Amarune,Category:Malaugrym
Amdramnar,Category:Malaugrym
Arathluth,Category:Malaugrym
Architrave,Category:Malaugrym
Argast,Category:Malaugrym
Bheloris,Category:Malaugrym
Bralatar,Category:Malaugrym
Bronor,Category:Malaugrym
Castle of Shadows,Category:Malaugrym
Dhalgrave,Category:Malaugrym
Eldargh,Category:Malaugrym
Emmergluth,Category:Malaugrym
Huerbara,Category:Malaugrym
Kostil,Category:Malaugrym
Lorgyn,Category:Malaugrym
Luthvaerynn,Category:Malaugrym
Magusta,Category:Malaugrym
Malaugrym,Category:Malaugrym
Milhvar,Category:Malaugrym
Orglym,Category:Malaugrym
Sarth,Category:Malaugrym
Seriadne,Category:Malaugrym
Shadowmaster,Category:Malaugrym
Sintre,Category:Malaugrym
Stralane,Category:Malaugrym
Taluth,Category:Malaugrym
Thalart,Category:Malaugrym
Undarl,Category:Malaugrym
Yabrant,Category:Malaugrym
Aymar Athelmeyer,Category:Malenti
Cralnaar,Category:Malenti
Laaqueel,Category:Malenti
Noble Malenti,Category:Malenti
Qallit,Category:Malenti
Sittl,Category:Malenti
Tekir,Category:Malenti
Ali,Category:Maridans
Mawiyah,Category:Maridans
Ajhuu,Category:Marids
Haj,Category:Marids
Ibnul,Category:Marids
Ichthyglug,Category:Marids
Jenila,Category:Marids
Kalbari al-Durrat al-Amwaj ibn Jari,Category:Marids
Luar,Category:Marids
Atabeg al-Mazdaghani,Category:Marids
Merifa of the Pearl Lagoons,Category:Marids
Najit'aqalat,Category:Marids
Noble marid,Category:Marids
Bese al-Sedni,Category:Marids
Shanzezim,Category:Marids
Suhail,Category:Marids
Charsultketh,Category:Mariliths
Cucathne,Category:Mariliths
Glackzana,Category:Mariliths
Ophael,Category:Mariliths
Reluhantis,Category:Mariliths
Sikasila,Category:Mariliths
Unhath,Category:Mariliths
Vhissilka,Category:Mariliths
Y'tossi,Category:Mariliths
Yxunomei,Category:Mariliths
Jera al-Farif,Category:Markeen
Tamalynda,Category:Marrash
Tlalocoatl,Category:Maztican dragons
Meazel,Category:Meazels
Morganis Andropoea,Category:Medusae
Corinye,Category:Medusae
Neheedra Duskryn,Category:Medusae
Euryale,Category:Medusae
Greater medusa,Category:Medusae
Hessperina,Category:Medusae
Kathala,Category:Medusae
Maedar,Category:Medusae
Medechai,Category:Medusae
Nessaleesa,Category:Medusae
Samanthiss,Category:Medusae
Atia Scorvo,Category:Medusae
Sshaastess,Category:Medusae
Sthenno,Category:Medusae
Yashar,Category:Medusae
Creech,Category:Fire mephits
Dimwold,Category:Fire mephits
Icy-White,Category:Ice mephits
Shimmerteeth,Category:Ice mephits
Tostyn Alaerthmaugh,Category:Mercury dragons
Praxasalandos,Category:Mercury dragons
Trinculo,Category:Mercury dragons
Arina Homurr,Category:Merfolk
Arrick Kaarvol,Category:Merfolk
Merfolk,Category:Merfolk
Mirol Homurr,Category:Merfolk
Palasha,Category:Merfolk
Pusavril,Category:Merfolk
Sharna Kamaar,Category:Merfolk
Vhaemas Homurr,Category:Merfolk
Vhaemas the Bastard,Category:Merfolk
Tarag,Category:Merrow (ogres)
Yekschanivosk,Category:Mezzoloths
Casko,Category:Mimics
Plunder,Category:Mimics
Squammulsh,Category:Mimics
Artuur,Category:Mind flayers
Uddron Blass,Category:Mind flayers
Brainstealer dragon,Category:Mind flayers
Cephalossk,Category:Mind flayers
Ceremorphosis,Category:Mind flayers
Methil El-Viddenvelp,Category:Mind flayers
Elder brain,Category:Mind flayers
Elder brain dragon,Category:Mind flayers
Enrhiikuz,Category:Mind flayers
Extremiton,Category:Mind flayers
Galgast El-Venken,Category:Mind flayers
Galuum,Category:Mind flayers
Gideos,Category:Mind flayers
Glorghakt,Category:Mind flayers
Gnome ceremorph,Category:Mind flayers
Gnome squidling,Category:Mind flayers
Grazilaxx,Category:Mind flayers
Catelys Gulchbreul,Category:Mind flayers
Hooded One,Category:Mind flayers
Huum,Category:Mind flayers
Ilserv,Category:Mind flayers
Klondras Imdree,Category:Mind flayers
Ignatius Inkblot,Category:Mind flayers
Brikhalna Ipprszhen,Category:Mind flayers
Ir,Category:Mind flayers
Kajeel,Category:Mind flayers
Qooql,Category:Mind flayers
Lugribossk,Category:Mind flayers
Marquox,Category:Mind flayers
Mhulker,Category:Mind flayers
Mozgriken,Category:Mind flayers
N'ghathrod,Category:Mind flayers
Neothelid,Category:Mind flayers
Nihiloor,Category:Mind flayers
Nurr'Korzahg,Category:Mind flayers
Oedachlo,Category:Mind flayers
Oin'Chakalop,Category:Mind flayers
Omeluum,Category:Mind flayers
Oolgnim,Category:Mind flayers
Ouwoonivisc,Category:Mind flayers
Pescatawav,Category:Mind flayers
Qhelaraxxalarr,Category:Mind flayers
Qholillaroon,Category:Mind flayers
Qlogru,Category:Mind flayers
Quthnorak,Category:Mind flayers
Ralayn,Category:Mind flayers
Ressamon,Category:Mind flayers
Rukhosh,Category:Mind flayers
Sangalor,Category:Mind flayers
Shaalabhak,Category:Mind flayers
Sharth,Category:Mind flayers
Sluuguth,Category:Mind flayers
Surrell,Category:Mind flayers
Suthool,Category:Mind flayers
Shaun Taunador,Category:Mind flayers
Tharcereli,Category:Mind flayers
Thlorrog,Category:Mind flayers
Tholiqarn,Category:Mind flayers
Uchuulon,Category:Mind flayers
Ulchalothe,Category:Mind flayers
Ulitharid,Category:Mind flayers
Ulquess,Category:Mind flayers
Urophion,Category:Mind flayers
Vampiric mind flayer,Category:Mind flayers
Vanquo,Category:Mind flayers
Vestress,Category:Mind flayers
Vilcuum,Category:Mind flayers
Vrushnom,Category:Mind flayers
X'ss'a',Category:Mind flayers
Xetzirbor,Category:Mind flayers
Xicvizt,Category:Mind flayers
Xo'rill,Category:Mind flayers
Xog,Category:Mind flayers
Yalghoor,Category:Mind flayers
Ygglyshek,Category:Mind flayers
Yharaskrik,Category:Mind flayers
Yuan-tillithid,Category:Mind flayers
Z'dusk,Category:Mind flayers
Zellix,Category:Mind flayers
Zhiir,Category:Mind flayers
Zoartik,Category:Mind flayers
Zoraxzil,Category:Mind flayers
Bonehoof,Category:Minotaurs
Casus,Category:Minotaurs
Grody,Category:Minotaurs
Ster Longhorn,Category:Minotaurs
Magrath the Minotaur,Category:Minotaurs
Maku,Category:Minotaurs
Raging Bull,Category:Minotaurs
Red Minotaur,Category:Minotaurs
Suryris,Category:Minotaurs
Taurus,Category:Minotaurs
Thoat,Category:Minotaurs
Thud,Category:Minotaurs
Tonorok,Category:Minotaurs
Torogar Steelfist,Category:Minotaurs
Walharrow,Category:Minotaurs
Zegdar,Category:Minotaurs
Cirrothamalan,Category:Mist dragons
Ouranalathra,Category:Mist dragons
Thalagyrt,Category:Mist dragons
Halastron,Category:Modrons
Nordom Whistleklik,Category:Modrons
Primus,Category:Modrons
Quarton,Category:Modrons
Quinton,Category:Modrons
Secundus,Category:Modrons
Tertian,Category:Modrons
Grezkith,Category:Molydei
Arxhadk,Category:Morkoths
Duupox,Category:Morkoths
Gayar,Category:Morkoths
M'warien,Category:Morkoths
Qyzal,Category:Morkoths
Sallissi,Category:Morkoths
Vualdia,Category:Morkoths
Axar Xyrl,Category:Morkoths
Mountain giant,Category:Mountain giants
Mimir (giant),Category:Mountain giants
Oogle,Category:Mountain giants
Stoney,Category:Mountain giants
Daumar Gudenny,Category:Mountain spirit folk
Sal,Category:Mules
Crawling apocalypse,Category:Mummies
Azmaer Dhuurniv,Category:Mummies
Diderius,Category:Mummies
Disease (mummy),Category:Mummies
Erendar,Category:Mummies
Hssthak,Category:Mummies
Shaxan Kazraat,Category:Mummies
Laeron,Category:Mummies
Salt mummy,Category:Mummies
Telarthir,Category:Mummies
Mystic Carrion,Category:Mummy lords
Valin Sarnaster,Category:Mummy lords
Agaricus,Category:Myconids
Basidia,Category:Myconids
Feerus,Category:Myconids
Gasbide,Category:Myconids
Glut,Category:Myconids
Hebopbe,Category:Myconids
Loobamub,Category:Myconids
Phylo,Category:Myconids
Rasharoo,Category:Myconids
Rumpadump,Category:Myconids
Sacred Seer,Category:Myconids
Sinensa,Category:Myconids
Spaw,Category:Myconids
Stool,Category:Myconids
Voosbur,Category:Myconids
Yestabrod,Category:Myconids
Yrberop,Category:Myconids
Aec'Letec,Category:Nabassus
En'Sel'Dinen,Category:Nabassus
Slaughtertusk,Category:Nalfeshnee
Trantolox,Category:Nalfeshnee
Einsaung,Category:Nats
Hkum yeng,Category:Nats
Lu (nat),Category:Nats
Ghaliyah,Category:Nereids
Shoal,Category:Nereids
Agathea,Category:Night hags
Agaza,Category:Night hags
Baggy Nanna,Category:Night hags
Luxewa,Category:Night hags
Mad Maggie,Category:Night hags
Malagard,Category:Night hags
Maranyuss,Category:Night hags
Peggy Deadbells,Category:Night hags
Red Ruth,Category:Night hags
Scintilla,Category:Night hags
Widow Groat,Category:Night hags
Wormriddle,Category:Night hags
Ysval,Category:Nighthaunts
Black Onyx,Category:Nightmares
Eversmoke,Category:Nightmares
Targaraene,Category:Nightmares
Nim,Category:Nimblewrights
Syluné's Warden,Category:Nishruu
LeShay,Category:Noble eladrin
Malyanna,Category:Noble eladrin
Jiraad,Category:Noble marids
Brieme,Category:Novieres
Aulmpiter,Category:Nycaloths
Gaulguth,Category:Nycaloths
Malimshaer,Category:Nycaloths
Nycaloth,Category:Nycaloths
Neely (nymph),Category:Nymphs
Halfana al-Yamini,Category:Oathbinder genies
Draudnu,Category:Obyriths
Ekolid,Category:Obyriths
Golothoma,Category:Obyriths
Laghathti,Category:Obyriths
Obyrith,Category:Obyriths
Sibriex,Category:Obyriths
Uzollru,Category:Obyriths
Verakia,Category:Obyriths
Wastrilith,Category:Obyriths
Ozzo,Category:Ogre giants
Aguul,Category:Ogres
Arleon,Category:Ogres
Kurn Blackrage,Category:Ogres
Bonegnasher,Category:Ogres
Guruk Bonesnap,Category:Ogres
Buldwar,Category:Ogres
Chock,Category:Ogres
Chogurugga,Category:Ogres
Dagryg,Category:Ogres
Dendurg,Category:Ogres
Drool,Category:Ogres
Dwak,Category:Ogres
Fank,Category:Ogres
Ghereg,Category:Ogres
Gog,Category:Ogres
Gurgon,Category:Ogres
Ice Spire ogre,Category:Ogres
Jadron the Fang,Category:Ogres
Rarnok Jadronson,Category:Ogres
Little One,Category:Ogres
Lump (ogre),Category:Ogres
Lutha,Category:Ogres
Merrow (ogre),Category:Ogres
Mig,Category:Ogres
Ogre slug,Category:Ogres
Ogrima,Category:Ogres
Oorok,Category:Ogres
Orinskar,Category:Ogres
Polma,Category:Ogres
Hakim Sayad,Category:Ogres
Kolgok Skullcrush,Category:Ogres
Thag Slabhead,Category:Ogres
Stuuzant,Category:Ogres
Tazok,Category:Ogres
Vargor,Category:Ogres
Yagoth,Category:Ogres
Zakharan ogre,Category:Ogres
Gnarl,Category:Ogrillons
Hairtooth,Category:Ogrillons
Lump,Category:Ogrillons
Malika Tahoun,Category:Oinoloths
Go-zu oni,Category:Oni
Halbasho,Category:Oni
Half-oni,Category:Oni
Kinrob,Category:Oni
Me-zu oni,Category:Oni
Oni mage,Category:Oni
Balinaikal,Category:Oni magi
Skyrim Bloodfang,Category:Oni magi
Cyrvisnea,Category:Oni magi
Gathkatra,Category:Oni magi
Yaaz Gut-Breaker,Category:Oni magi
Olgin Hasterean,Category:Oni magi
Horned Mage,Category:Oni magi
Kahrk,Category:Oni magi
Kalispar,Category:Oni magi
Mus,Category:Oni magi
Obratu,Category:Oni magi
Ogre King,Category:Oni magi
Sothillis,Category:Oni magi
Tandith Tornears,Category:Oni magi
Gyawa Zangpo,Category:Me-zu oni
Hector,Category:Oni night haunters
Vassk,Category:Ophidians
Andegril the Wise,Category:Orcs
Anya (Tornskulls orc),Category:Orcs
Arktash,Category:Orcs
Ashkabbar,Category:Orcs
Brughor Axe-Biter,Category:Orcs
Baerzel,Category:Orcs
Bandagh,Category:Orcs
Black Eye (person),Category:Orcs
Yegg Blackteeth,Category:Orcs
Lurg Bloodspear,Category:Orcs
Bonegnasher the Cursed,Category:Orcs
Yaisog Bonegnasher,Category:Orcs
Booga,Category:Orcs
Brog,Category:Orcs
Brymoel,Category:Orcs
Crughth,Category:Orcs
Dahrgash,Category:Orcs
Dalgar,Category:Orcs
Arlagh Deathclaw,Category:Orcs
Ragrath Deathclaw,Category:Orcs
Kragmar Deepscar,Category:Orcs
Derg,Category:Orcs
Jessa Dribble-Obould,Category:Orcs
Ehnk,Category:Orcs
Eldoul,Category:Orcs
Drogthu Elfeater,Category:Orcs
Goolgog Elvenbane,Category:Orcs
Logram Eyegouger,Category:Orcs
Flaylan,Category:Orcs
Frouth,Category:Orcs
Gaagash,Category:Orcs
Karsh Garmish,Category:Orcs
Glomred,Category:Orcs
Glorlarkh,Category:Orcs
Glorming,Category:Orcs
Achtel Gnarlfingers,Category:Orcs
Grattz,Category:Orcs
Graul,Category:Orcs
Gray orc,Category:Orcs
Greneire,Category:Orcs
Gribbla,Category:Orcs
Grimmerfang,Category:Orcs
Guerik,Category:Orcs
Gurrash,Category:Orcs
Hadarog,Category:Orcs
Half-orc,Category:Orcs
Hartusk,Category:Orcs
Durang Head-taker,Category:Orcs
Heradd,Category:Orcs
Highstead,Category:Orcs
Orrusk Homebringer,Category:Orcs
Innanig,Category:Orcs
Jurrg,Category:Orcs
Thuriya al-Kadari,Category:Orcs
Korock,Category:Orcs
Koront,Category:Orcs
Kra,Category:Orcs
Kruurk,Category:Orcs
Kumon,Category:Orcs
Lefty,Category:Orcs
Lethchauntos,Category:Orcs
Lorgru,Category:Orcs
Lorog,Category:Orcs
Makred,Category:Orcs
Marrakt,Category:Orcs
Mol the Great,Category:Orcs
Mountain orc,Category:Orcs
Mutruuch,Category:Orcs
Naurorin,Category:Orcs
Ugra Ngarl,Category:Orcs
Obould,Category:Orcs
Obould (original),Category:Orcs
Obould II,Category:Orcs
Obould XVII,Category:Orcs
Ograth,Category:Orcs
Slogg Ogrum,Category:Orcs
Ologh,Category:Orcs
Ona,Category:Orcs
Ondonti,Category:Orcs
Vagdru One-Ear,Category:Orcs
Orc,Category:Orcs
Orog,Category:Orcs
Oscray,Category:Orcs
Otar,Category:Orcs
Kartok Paingiver,Category:Orcs
Prook (orc),Category:Orcs
Puchk,Category:Orcs
Quetti,Category:Orcs
Ront,Category:Orcs
Rûlgar,Category:Orcs
Sajifot,Category:Orcs
Saurogh,Category:Orcs
Scrauth,Category:Orcs
Scro,Category:Orcs
Sezibul,Category:Orcs
Smasheye,Category:Orcs
Arganth Snarrl,Category:Orcs
Tanarukk,Category:Orcs
Thickgristle,Category:Orcs
Urlgen Threefist,Category:Orcs
Throg,Category:Orcs
Thurghom,Category:Orcs
Ugreth,Category:Orcs
Ulbror,Category:Orcs
Morok Ulgren,Category:Orcs
Uligar,Category:Orcs
Urphaer,Category:Orcs
Uruth,Category:Orcs
Uryuga,Category:Orcs
Zumosk Var,Category:Orcs
Vaug,Category:Orcs
Vhazror,Category:Orcs
Vokarr,Category:Orcs
Wartsnak,Category:Orcs
Gruuman Xuluksh,Category:Orcs
Zud,Category:Orcs
Ruula Splitfang,Category:Oscray
Oliver,Category:Osquips
Incus,Category:Osyluths
Happy Hogun,Category:Otyughs
Scavenge,Category:Otyughs
Aasimar,Category:Outsiders
Abishai,Category:Outsiders
Black abishai,Category:Outsiders
Blue abishai,Category:Outsiders
Green abishai,Category:Outsiders
Red abishai,Category:Outsiders
White abishai,Category:Outsiders
Abomination,Category:Outsiders
Abyssal drake,Category:Outsiders
Achaierai,Category:Outsiders
Adaru,Category:Outsiders
Advespa,Category:Outsiders
Agathinon,Category:Outsiders
Air genasi,Category:Outsiders
Ak'chazar,Category:Outsiders
Alkilith,Category:Outsiders
Amnizu,Category:Outsiders
Angel,Category:Outsiders
Araton,Category:Outsiders
Arcadian avenger,Category:Outsiders
Arcanaloth,Category:Outsiders
Arcane (race),Category:Outsiders
Archdevil,Category:Outsiders
Armanite,Category:Outsiders
Arrow demon,Category:Outsiders
Arrowhawk,Category:Outsiders
Astral deva,Category:Outsiders
Astral dreadnought,Category:Outsiders
Astral stalker,Category:Outsiders
Asura,Category:Outsiders
Aurumach,Category:Outsiders
Avoral,Category:Outsiders
Azer,Category:Outsiders
Baatezu,Category:Outsiders
Babau,Category:Outsiders
Bacchae,Category:Outsiders
Balor,Category:Outsiders
Baphitaur,Category:Outsiders
Barbazu,Category:Outsiders
Bariaur,Category:Outsiders
Barlgura,Category:Outsiders
Battleloth,Category:Outsiders
Bebilith,Category:Outsiders
Black slaad,Category:Outsiders
Bladeling,Category:Outsiders
Bloodbag imp,Category:Outsiders
Blue slaad,Category:Outsiders
Brachina,Category:Outsiders
Bulezau,Category:Outsiders
Caligrosto,Category:Outsiders
Cambion,Category:Outsiders
Canoloth,Category:Outsiders
Canomorph,Category:Outsiders
Celestial,Category:Outsiders
Celestial archon,Category:Outsiders
Cerebrilith,Category:Outsiders
Cervidal,Category:Outsiders
Chain devil,Category:Outsiders
Chaos beast,Category:Outsiders
Chasme,Category:Outsiders
Chichimec,Category:Outsiders
Cornugon,Category:Outsiders
Corruptor of fate,Category:Outsiders
Couatl,Category:Outsiders
Cuprilach,Category:Outsiders
Dao,Category:Outsiders
Death slaad,Category:Outsiders
Deathdrinker,Category:Outsiders
Demodand,Category:Outsiders
Demon,Category:Outsiders
Demon troll,Category:Outsiders
Deva,Category:Outsiders
Devil,Category:Outsiders
Dhergoloth,Category:Outsiders
Diabolus,Category:Outsiders
Divine minion,Category:Outsiders
Djinni,Category:Outsiders
Djinnling,Category:Outsiders
Dogai,Category:Outsiders
Dread (demon),Category:Outsiders
Dreamwraith,Category:Outsiders
Dretch,Category:Outsiders
Dune stalker,Category:Outsiders
Dusk beast,Category:Outsiders
Dybbuk,Category:Outsiders
Earth genasi,Category:Outsiders
Earth glider,Category:Outsiders
Echinoloth,Category:Outsiders
Efreeti,Category:Outsiders
Einheriar,Category:Outsiders
Ember guard,Category:Outsiders
Energon,Category:Outsiders
Ephemeral,Category:Outsiders
Equinal,Category:Outsiders
Euphoric imp,Category:Outsiders
Excruciarch,Category:Outsiders
Farastu,Category:Outsiders
Fenhound,Category:Outsiders
Ferrumach,Category:Outsiders
Fetch,Category:Outsiders
Fiend,Category:Outsiders
Filth imp,Category:Outsiders
Fire genasi,Category:Outsiders
Formian,Category:Outsiders
Gadacro,Category:Outsiders
Gelugon,Category:Outsiders
Gen,Category:Outsiders
Genasi,Category:Outsiders
Genie,Category:Outsiders
Ghargatula,Category:Outsiders
Ghirrash,Category:Outsiders
Ghour,Category:Outsiders
Glabrezu,Category:Outsiders
Glamer (outsider),Category:Outsiders
Gloaming,Category:Outsiders
Goristro,Category:Outsiders
Gormeel,Category:Outsiders
Gray slaad,Category:Outsiders
Green slaad,Category:Outsiders
Guardian daemon,Category:Outsiders
Guardinal,Category:Outsiders
Guecubu,Category:Outsiders
Gulthir,Category:Outsiders
Hakeashar,Category:Outsiders
Half-celestial,Category:Outsiders
Half-fiend,Category:Outsiders
Hamatula,Category:Outsiders
Haraknin,Category:Outsiders
Harmonious choir of the words,Category:Outsiders
Hecatoncheire,Category:Outsiders
Hellcat,Category:Outsiders
Hezrou,Category:Outsiders
Hollyphant,Category:Outsiders
Hordling,Category:Outsiders
Hound archon,Category:Outsiders
Hound of ill omen,Category:Outsiders
Howler,Category:Outsiders
Imp,Category:Outsiders
Incubus,Category:Outsiders
Ityak-Ortheel,Category:Outsiders
Janni,Category:Outsiders
Jarilith,Category:Outsiders
Jerul,Category:Outsiders
Jovoc,Category:Outsiders
Justice archon,Category:Outsiders
Kalabon,Category:Outsiders
Kaorti,Category:Outsiders
Kastighur,Category:Outsiders
Kelubar,Category:Outsiders
Kelvezu,Category:Outsiders
Kezef,Category:Outsiders
Khayal,Category:Outsiders
Khumat,Category:Outsiders
Klurichir,Category:Outsiders
Kocrachon,Category:Outsiders
Lantern archon,Category:Outsiders
Laraken,Category:Outsiders
Larva,Category:Outsiders
Lemure,Category:Outsiders
Leonal,Category:Outsiders
Lilitu,Category:Outsiders
Lillend,Category:Outsiders
Logokron devil,Category:Outsiders
Loumara,Category:Outsiders
Lupinal,Category:Outsiders
Maelephant,Category:Outsiders
Mane,Category:Outsiders
Manitou,Category:Outsiders
Marid,Category:Outsiders
Marilith,Category:Outsiders
Marrashi,Category:Outsiders
Maurezhi,Category:Outsiders
Mavawhan,Category:Outsiders
Maw demon,Category:Outsiders
Mephit,Category:Outsiders
Air mephit,Category:Outsiders
Dust mephit,Category:Outsiders
Earth mephit,Category:Outsiders
Fire mephit,Category:Outsiders
Ice mephit,Category:Outsiders
Lightning mephit,Category:Outsiders
Magma mephit,Category:Outsiders
Mineral mephit,Category:Outsiders
Mirror mephit,Category:Outsiders
Ooze mephit,Category:Outsiders
Salt mephit,Category:Outsiders
Steam mephit,Category:Outsiders
Water mephit,Category:Outsiders
Merregon,Category:Outsiders
Merrenoloth,Category:Outsiders
Mezzoloth,Category:Outsiders
Mist mephit,Category:Outsiders
Molydeus,Category:Outsiders
Monadic deva,Category:Outsiders
Moon dog,Category:Outsiders
Movanic deva,Category:Outsiders
Mud slaad,Category:Outsiders
Mur-zhagul,Category:Outsiders
Musteval,Category:Outsiders
Myrlochar,Category:Outsiders
Myrmyxicus,Category:Outsiders
Nabassu,Category:Outsiders
Nalfeshnee,Category:Outsiders
Narzugon,Category:Outsiders
Nashrou,Category:Outsiders
Naztharune,Category:Outsiders
Nerra,Category:Outsiders
Night hag,Category:Outsiders
Nightmare (creature),Category:Outsiders
Nishruu,Category:Outsiders
Nupperibo,Category:Outsiders
Orthon,Category:Outsiders
Osyluth,Category:Outsiders
Outsider,Category:Outsiders
Paeliryon,Category:Outsiders
Palrethee,Category:Outsiders
Para-genasi,Category:Outsiders
Parai,Category:Outsiders
Petitioner,Category:Outsiders
Phane,Category:Outsiders
Piscoloth,Category:Outsiders
Pit fiend,Category:Outsiders
Planetar,Category:Outsiders
Planetouched,Category:Outsiders
Qorrashi,Category:Outsiders
Quasit,Category:Outsiders
Radiant mephit,Category:Outsiders
Rakshasa,Category:Outsiders
Rast,Category:Outsiders
Ravid,Category:Outsiders
Red slaad,Category:Outsiders
Rilmani,Category:Outsiders
Rutterkin,Category:Outsiders
Salamander,Category:Outsiders
Seelie,Category:Outsiders
Shade,Category:Outsiders
Shadow beast,Category:Outsiders
Shadow demon,Category:Outsiders
Shadow eft,Category:Outsiders
